1	1	StudentProfiler	MASTER		0	START
2	12	StudentProfiler	MASTER		1	CHECKIN	WAITING ANSWERS LF	
1	47	StudentProfiler	MASTER		1	CHECKIN
2	266	StudentProfiler	MASTER		2	OPENPROBLEM	WAITING ANSWERS LF	
2	94	StudentProfiler	MASTER		2	OPENPROBLEM	WAITING ANSWERS LF	
1	380	StudentProfiler	MASTER		2	OPENPROBLEM
1	0	StudentProfiler	MASTER		3	JOINSESSION
2	106	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	113	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	102	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	103	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	102	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	106	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	110	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	102	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	107	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
2	105	StudentProfiler	MASTER		4	SOLVEPROBLEM	WAITING ANSWERS LF	
1	1156	StudentProfiler	MASTER		4	SOLVEPROBLEM
2	204	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	202	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	204	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	206	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	203	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	205	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	206	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	205	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	204	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
2	204	StudentProfiler	MASTER		5	SOLVEPROBLEM	WAITING ANSWERS LF	
1	2112	StudentProfiler	MASTER		5	SOLVEPROBLEM
2	305	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	305	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	306	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	303	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	305	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	304	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	302	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	304	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	304	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
2	304	StudentProfiler	MASTER		6	SOLVEPROBLEM	WAITING ANSWERS LF	
1	3100	StudentProfiler	MASTER		6	SOLVEPROBLEM
2	406	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	404	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	404	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	406	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	405	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	405	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	405	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
2	404	StudentProfiler	MASTER		7	SOLVEPROBLEM	WAITING ANSWERS LF	
